year,gauge,p_mm,q_mm,bc_q,q_na_count
1984,410761,874.519067,93.842615,5.92321209290017,0
1985,410761,750.230467,71.096165,5.475549800778481,0
1986,410761,597.4216,36.641812,4.467470307160564,0
1987,410761,622.670142,16.228467,3.3476310954703137,0
1988,410761,1034.706118,136.276771,6.5488665828842505,0
1989,410761,878.035311,155.870166,6.78098629117512,0
1990,410761,782.181436,76.143167,5.58474561130833,0
1991,410761,933.782611,173.737436,6.971178194302158,0
1992,410761,1000.12119,123.329019,6.378721419920483,8
1993,410761,703.464631,50.468466,4.943685871641689,0
1994,410761,592.060789,13.712304,3.132972798236042,0
1995,410761,850.050636,49.299361,4.908145702444014,0
1996,410761,739.696941,34.189406,4.367067558809869,0
1997,410761,633.121244,41.059985,4.63451290579695,0
1998,410761,786.853426,65.15147,5.337852486368266,0
1999,410761,713.966147,20.922535,3.682576989836261,0
2000,410761,708.988954,22.882886,3.8038089731395943,6
2001,410761,754.668536,NA,NA,40
2002,410761,587.048613,20.780965000000002,3.6734533264221896,0
2003,410761,658.406834,13.439723,3.1077942115509423,0
2004,410761,589.527234,10.569227,2.813340739442802,0
2005,410761,741.765069,23.269665,3.8266774814775033,0
2006,410761,425.18197299999997,4.356271,1.8447647166866716,0
2007,410761,824.559334,45.641727,4.792005241855797,0
2008,410761,612.296632,11.659671,2.932134280738837,0
2009,410761,568.551698,7.84483,2.466172259083471,0
2010,410761,974.334471,68.387231,5.414105516454181,0
2011,410761,865.635899,51.257016,4.967254252744704,0
2012,410761,929.174491,128.835464,6.452920227158094,0
2013,410761,724.332288,40.95078,4.6305762754723965,0
2014,410761,821.271557,56.586661,5.118732881593351,0
2015,410761,761.870623,80.845759,5.68091662558134,0
2016,410761,929.527583,NA,NA,10
2017,410761,693.521656,26.959208,4.0299007980039665,0
2018,410761,546.838094,7.634861,2.4356106735557743,0
2019,410761,477.266386,7.177019,2.366610751498569,0
2020,410761,853.145047,60.387833,5.219328446008511,0
2021,410761,1049.387777,157.269585,6.796560159391441,0
2022,410761,1067.404819,NA,NA,31
1950,411003,1288.450211,NA,NA,365
1951,411003,751.653233,NA,NA,365
1952,411003,1142.1150030000001,NA,NA,366
1953,411003,579.202136,NA,NA,365
1954,411003,457.743383,NA,NA,365
1955,411003,858.6311039999999,NA,NA,365
1956,411003,1149.354485,NA,NA,366
1957,411003,486.279488,NA,NA,365
1958,411003,709.954619,NA,NA,365
1959,411003,1173.221306,NA,NA,365
1960,411003,955.812063,NA,NA,366
1961,411003,1036.760435,NA,NA,365
1962,411003,843.618253,NA,NA,365
1963,411003,862.783583,NA,NA,365
1964,411003,806.884232,NA,NA,366
1965,411003,461.100217,NA,NA,365
1966,411003,862.372856,NA,NA,365
1967,411003,462.196545,NA,NA,365
1968,411003,655.6714,NA,NA,366
1969,411003,891.340233,NA,NA,365
1970,411003,861.213261,NA,NA,365
1971,411003,623.207143,NA,NA,365
1972,411003,528.172163,NA,NA,366
1973,411003,848.482487,NA,NA,365
1974,411003,1251.59447,NA,NA,365
1975,411003,997.443701,NA,NA,365
1976,411003,807.38408,NA,NA,366
1977,411003,589.370225,NA,NA,365
1978,411003,1067.282913,NA,NA,365
1979,411003,493.03862,13.691501,3.7299387483340753,1
1980,411003,508.180694,1.306122,0.9220523631146244,0
1981,411003,802.927682,46.624891,6.252222783298017,0
1982,411003,323.363425,1.7874789999999998,1.1573102201847913,0
1983,411003,888.66167,72.018917,7.353158697687585,0
1984,411003,919.729973,122.671775,8.86975783032942,0
1985,411003,757.564866,48.117635,6.328123450267497,0
1986,411003,669.705292,55.899038,6.697349405729576,0
1987,411003,704.29191,14.629838,3.8462605943173354,0
1988,411003,1112.181809,260.04371,11.364003190242096,0
1989,411003,1038.633208,310.05566,12.01455241257559,0
1990,411003,800.864344,149.765397,9.4896207739209,0
1991,411003,841.885993,135.311322,9.170695964294671,0
1992,411003,926.680071,82.962929,7.737249455847317,0
1993,411003,779.670125,76.850027,7.52781091310875,0
1994,411003,601.435384,26.746137,5.007918973626101,0
1995,411003,837.292494,85.407545,7.817733738354407,0
1996,411003,786.451193,86.591984,7.856101580092753,0
1997,411003,607.83201,NA,NA,108
1998,411003,865.117233,149.929012,9.493093787849954,1
1999,411003,826.314644,22.08676,4.618848547762279,0
2000,411003,706.613804,89.643716,7.9531530947280125,0
2001,411003,653.887859,31.734084,5.372256706042405,0
2002,411003,530.894666,NA,NA,60
2003,411003,691.613643,NA,NA,41
2004,411003,535.201427,NA,NA,204
2005,411003,775.725991,NA,NA,162
2006,411003,503.019152,3.113888,1.6740272339681928,0
2007,411003,763.959955,41.010906,5.949292527441453,0
2008,411003,666.235132,5.54634,2.355016240769679,0
2009,411003,536.770348,NA,NA,205
2010,411003,1001.395376,145.522475,9.398529658088572,0
2011,411003,712.613157,62.482475,6.980533005611332,0
2012,411003,907.542746,248.80495200000001,11.204786541106744,0
2013,411003,697.9772389999999,107.62816,8.47906950754589,0
2014,411003,734.480138,NA,NA,56
2015,411003,692.54557,NA,NA,14
2016,411003,980.203599,NA,NA,104
2017,411003,566.632613,7.926247,2.852197474572542,8
2018,411003,543.954603,10.141066,3.230135659117828,0
2019,411003,422.018268,3.619683,1.8372047499172455,0
2020,411003,1007.575783,223.830924,10.830238844904127,0
2021,411003,1230.346879,549.864869,14.329164379112438,0
2022,411003,1176.223835,NA,NA,31
1950,412028,1357.387571,426.245681,12.27404088978281,0
1951,412028,899.90552,226.36977,10.153867878767214,0
1952,412028,1291.925527,NA,NA,20
1953,412028,629.129602,61.014313,6.582929236270229,3
1954,412028,667.329636,31.243232,5.123414819167934,1
1955,412028,961.59937,NA,NA,10
1956,412028,1174.985303,NA,NA,30
1957,412028,512.099961,22.972423,4.5254787350403936,0
1958,412028,880.6417270000001,78.495385,7.1920163503049075,5
1959,412028,848.523223,104.16774,7.917779523532006,5
1960,412028,1045.875511,NA,NA,17
1961,412028,933.008031,146.70487,8.858188026301287,3
1962,412028,823.68661,92.683385,7.6126937949342794,0
1963,412028,991.5953939999999,202.44591,9.80856246385816,0
1964,412028,870.528096,205.427692,9.85329393208873,0
1965,412028,526.194333,28.009723,4.905930201082207,0
1966,412028,882.680964,93.921176,7.646951140544302,0
1967,412028,551.97417,60.161354,6.549890642205833,0
1968,412028,866.885743,84.077976,7.364107454403156,0
1969,412028,911.5461339999999,110.059392,8.06419314785834,0
1970,412028,852.245178,71.081499,6.9480759011998785,0
1971,412028,760.286648,70.595506,6.931404761287719,0
1972,412028,632.964443,53.515491,6.279183131724846,0
1973,412028,1005.907675,108.145712,8.017322722216123,0
1974,412028,998.61868,314.924599,11.224219913758862,0
1975,412028,902.959822,232.49752,10.237672968473234,0
1976,412028,892.953687,171.225136,9.306057099046066,0
1977,412028,577.502177,54.363488,6.315127548095915,0
1978,412028,1151.813406,269.708372,10.712332663747453,0
1979,412028,449.281517,15.776899,3.8534043030578595,0
1980,412028,600.9837679999999,14.164982,3.672197133530276,0
1981,412028,875.17266299999994,68.841773,6.870493591748005,0
1982,412028,341.498921,5.332066,2.2565641199058426,0
1983,412028,825.788257,51.365758,6.186043347128701,0
1984,412028,986.218314,173.571001,9.346208598919208,0
1985,412028,744.1743759999999,66.401321,6.783690490425225,0
1986,412028,795.405129,154.004527,8.997293784909159,0
1987,412028,786.648869,66.941188,6.803103795151759,0
1988,412028,939.301801,127.849878,8.47195488625702,0
1989,412028,800.128232,136.978357,8.664146240251453,0
1990,412028,1074.771123,384.724603,11.910963533842345,0
1991,412028,720.854222,90.372977,7.547783377697606,0
1992,412028,970.823954,103.103549,7.890646700824788,0
1993,412028,788.136747,75.149315,7.084245595243816,0
1994,412028,568.442541,14.971435,3.76466084753708,0
1995,412028,927.080022,115.308334,8.18955917575425,0
1996,412028,889.378643,106.930156,7.987213167586031,0
1997,412028,565.265383,23.42156,4.561836728897155,0
1998,412028,910.815582,191.26645,9.636104780036579,0
1999,412028,794.56365,NA,NA,24
2000,412028,794.21275,85.740566,7.413633898112291,4
2001,412028,627.558031,29.737144,5.024366179894502,0
2002,412028,547.894502,17.689923,4.051429708970793,0
2003,412028,642.6347049999999,NA,NA,189
2004,412028,604.646293,8.468954,2.87649397943107,0
2005,412028,708.150639,28.287728,4.925360079780589,0
2006,412028,434.28443,18.433516,4.124094878551947,0
2007,412028,733.749172,36.117186,5.420761082105171,0
2008,412028,718.56233,16.89234,3.9709073197281874,0
2009,412028,603.136408,6.884937,2.5879297236152685,0
2010,412028,966.86882,77.882862,7.172559308088797,0
2011,412028,705.805269,27.404217,4.863097270259874,0
2012,412028,865.195241,115.910251,8.20364832684038,0
2013,412028,656.744407,33.577359,5.269938439622842,0
2014,412028,747.964022,NA,NA,21
2015,412028,754.580644,NA,NA,365
2016,412028,959.597028,NA,NA,366
2017,412028,625.718265,NA,NA,365
2018,412028,552.970022,NA,NA,365
2019,412028,457.780341,NA,NA,365
2020,412028,966.547624,NA,NA,366
2021,412028,1054.844051,NA,NA,365
2022,412028,1220.432658,NA,NA,90
1950,412029,1185.203532,331.264925,7.1410727384734685,0
1951,412029,712.598777,103.27289,5.478472849991864,0
1952,412029,1052.954433,307.568451,7.030908413887627,0
1953,412029,547.240869,14.141951,2.988938038622858,0
1954,412029,553.049439,7.965167,2.368017680746879,0
1955,412029,781.351898,54.578331,4.629954171272126,0
1956,412029,1043.832986,355.358673,7.245824544817206,0
1957,412029,336.643454,6.713645,2.1939988950329354,0
1958,412029,745.643897,36.045057,4.102122852066299,0
1959,412029,730.250554,46.870694,4.433982193507147,0
1960,412029,866.3441770000001,110.04963000000001,5.565429422853456,0
1961,412029,762.312401,37.697146000000004,4.15818770304492,0
1962,412029,753.509503,41.581541,4.281694688130214,0
1963,412029,704.380622,56.399672,4.672548001691882,0
1964,412029,688.286814,32.008942,3.9547026664728877,0
1965,412029,475.745412,7.971507,2.3688401401634795,0
1966,412029,751.989509,23.952712,3.601973340040921,0
1967,412029,336.78090100000003,1.251383,0.834696679309892,0
1968,412029,780.572362,44.496986,4.367681610995951,0
1969,412029,906.467482,113.216088,5.6043786845331445,0
1970,412029,807.380649,73.468876,5.0199375205747225,0
1971,412029,660.690579,12.196246,2.8238209325101864,0
1972,412029,470.275832,6.774659,2.2030728547190077,0
1973,412029,880.589426,56.559202,4.67621859672854,0
1974,412029,902.601568,245.487698,6.699872743551122,0
1975,412029,664.434657,52.785056,4.5867275765376565,0
1976,412029,607.573075,26.18128,3.709096443973185,0
1977,412029,467.633744,10.598247,2.670277168712659,0
1978,412029,836.652784,65.627221,4.870702533597474,0
1979,412029,383.517702,NA,NA,365
1980,412029,518.449782,NA,NA,366
1981,412029,670.912268,NA,NA,15
1982,412029,278.075084,4.91142,1.8904053189515857,0
1983,412029,772.34643,68.870649,4.934313865375821,0
1984,412029,877.4648070000001,196.20716000000002,6.376195202959466,0
1985,412029,592.528689,19.52376,3.3596475360275604,0
1986,412029,586.982178,34.447494,4.0456490548605135,0
1987,412029,536.922536,12.727056,2.8710054092018464,0
1988,412029,729.751305,42.932424,4.322197122318679,0
1989,412029,714.560815,126.077128,5.752888666430653,0
1990,412029,779.934551,217.161682,6.5221123198331865,0
1991,412029,656.223943,60.724674,4.768855559676527,0
1992,412029,820.960459,51.138736,4.545845245464981,0
1993,412029,822.45381,119.5597,5.679473912594689,0
1994,412029,455.736752,8.276469,2.4077760308790284,0
1995,412029,838.695562,77.805146,5.096287373405615,0
1996,412029,796.652919,91.483986,5.313826743598461,0
1997,412029,431.980235,13.565448,2.9421782498758096,0
1998,412029,752.1795970000001,127.390326,5.767255569186657,0
1999,412029,726.30813,34.140638,4.034531051474212,1
2000,412029,649.423283,NA,NA,13
2001,412029,574.946761,NA,NA,24
2002,412029,473.07089,6.127879,2.10331306348477,2
2003,412029,666.107729,NA,NA,85
2004,412029,553.0023659999999,NA,NA,17
2005,412029,661.025027,27.732425,3.7789312597654705,7
2006,412029,309.98882,0.59395,0.4737950759259634,0
2007,412029,573.004741,14.000871,2.977650298339349,0
2008,412029,580.741546,NA,NA,18
2009,412029,549.924453,4.876919,1.8837897174395726,9
2010,412029,1009.842135,149.46712300000002,5.990284855242573,0
2011,412029,676.81312,14.593411,3.02441243330542,0
2012,412029,803.104432,82.64483,5.177013009191006,0
2013,412029,499.349595,5.497002,1.9975292776370488,0
2014,412029,581.533511,8.882117,2.4816904102664776,4
2015,412029,590.775716,NA,NA,16
2016,412029,873.008077,178.724389,6.242950788805931,0
2017,412029,596.247402,17.851712,3.255274744877893,0
2018,412029,452.727595,3.130515,1.4901322851195002,0
2019,412029,411.698144,NA,NA,16
2020,412029,871.299765,66.028105,4.878719048473428,0
2021,412029,1013.20325,152.479585,6.01832039139018,0
2022,412029,1051.61332,NA,NA,31
1950,412050,1250.644175,NA,NA,365
1951,412050,844.2205280000001,NA,NA,365
1952,412050,1308.151137,NA,NA,366
1953,412050,663.15873,NA,NA,365
1954,412050,571.429475,NA,NA,365
1955,412050,962.53349,NA,NA,365
1956,412050,1103.676177,NA,NA,366
1957,412050,440.425265,NA,NA,365
1958,412050,863.020405,NA,NA,365
1959,412050,853.679046,NA,NA,365
1960,412050,1044.252904,NA,NA,366
1961,412050,899.03552,NA,NA,365
1962,412050,820.479394,NA,NA,365
1963,412050,810.178718,NA,NA,365
1964,412050,827.293851,NA,NA,366
1965,412050,526.401934,NA,NA,365
1966,412050,889.716553,NA,NA,365
1967,412050,451.386386,NA,NA,365
1968,412050,933.446902,NA,NA,366
1969,412050,937.764427,NA,NA,163
1970,412050,894.911407,139.655761,5.788622262605913,0
1971,412050,752.369864,62.093762,4.7258368655824885,0
1972,412050,530.57249,27.505774,3.7234193668332307,0
1973,412050,966.952371,101.913198,5.368148939126029,0
1974,412050,955.958028,407.957759,7.288028056710926,0
1975,412050,791.870719,205.05598799999999,6.313682791962535,0
1976,412050,797.075874,114.796391,5.5259285464028345,0
1977,412050,545.961054,66.262878,4.8087359742862334,0
1978,412050,989.30757,196.785134,6.256752133729535,0
1979,412050,405.400966,17.124567,3.1737941114770307,0
1980,412050,615.675585,18.866679,3.283941949427823,0
1981,412050,794.471719,91.259146,5.222984182477005,0
1982,412050,330.485992,7.399246,2.2749247119356024,0
1983,412050,846.15943,NA,NA,88
1984,412050,1000.887774,268.871848,6.692252007318746,0
1985,412050,690.788373,50.373493,4.461811082750559,0
1986,412050,747.546297,117.992267,5.562512050779264,0
1987,412050,720.933069,73.324395,4.938732298012063,0
1988,412050,906.212262,139.229973,5.784502814712315,0
1989,412050,789.325701,200.957428,6.2857446137790545,0
1990,412050,921.768506,322.91287,6.951980399365717,0
1991,412050,717.241881,123.40942,5.622467809791397,0
1992,412050,936.530318,101.643171,5.364647518103118,0
1993,412050,809.309083,101.699383,5.365377126661207,0
1994,412050,536.807478,21.35274,3.4263728878785717,0
1995,412050,941.707237,151.917437,5.902497080535671,0
1996,412050,886.796277,167.645701,6.036633369370548,0
1997,412050,550.400294,49.318083,4.4353280202778675,0
1998,412050,902.185071,249.724233,6.588360251699367,0
1999,412050,827.073786,70.418215,4.88669714970654,0
2000,412050,780.946851,127.951986,5.670885172862721,0
2001,412050,644.6557779999999,53.485846,4.537037918809618,0
2002,412050,530.929751,16.199793,3.1112194860725393,0
2003,412050,695.3384580000001,27.210262,3.710596984460993,0
2004,412050,685.624111,NA,NA,49
2005,412050,759.190899,NA,NA,365
2006,412050,392.365633,NA,NA,331
2007,412050,672.011747,NA,NA,114
2008,412050,750.625333,19.263679,3.3077712784923228,0
2009,412050,652.610202,NA,NA,143
2010,412050,1090.177972,NA,NA,80
2011,412050,693.963461,NA,NA,41
2012,412050,864.343929,141.957938,5.810694959489944,0
2013,412050,644.440196,34.333206,3.9894706122773655,3
2014,412050,733.536169,48.22003,4.407216043091549,0
2015,412050,674.9146,NA,NA,15
2016,412050,966.354673,273.477564,6.7162082869277215,7
2017,412050,692.200712,36.702542,4.070591939026845,0
2018,412050,589.265309,23.627373,3.544223229223406,0
2019,412050,456.35259,8.820357,2.4541549324619236,0
2020,412050,986.339191,101.221712,5.359165184091741,0
2021,412050,1102.743949,327.905809,6.973880931149443,0
2022,412050,1080.302097,NA,NA,31
1950,412066,1382.970304,NA,NA,365
1951,412066,904.914236,NA,NA,365
1952,412066,1319.880482,NA,NA,366
1953,412066,625.493256,NA,NA,365
1954,412066,662.050934,NA,NA,365
1955,412066,961.203759,NA,NA,365
1956,412066,1174.162557,NA,NA,366
1957,412066,531.328798,NA,NA,365
1958,412066,877.023398,NA,NA,365
1959,412066,863.752007,NA,NA,365
1960,412066,1047.211461,NA,NA,174
1961,412066,982.159994,147.231019,8.66342667830094,7
1962,412066,829.741829,121.501657,8.147539412928484,0
1963,412066,1029.4364640000001,238.07382,10.048172063742815,0
1964,412066,863.525435,223.422562,9.85716012593948,0
1965,412066,536.208214,34.123205999999996,5.219067370400509,0
1966,412066,869.92195,NA,NA,13
1967,412066,581.409876,79.88986,7.091179396514578,0
1968,412066,839.20141,83.993452,7.21250872298569,0
1969,412066,926.567632,NA,NA,57
1970,412066,830.472092,NA,NA,35
1971,412066,757.652026,73.482187,6.891527474095832,0
1972,412066,651.570598,63.205886,6.540676246390746,0
1973,412066,980.002164,104.7634,7.763378154886708,0
1974,412066,1034.703462,381.152346,11.544057675293232,0
1975,412066,917.611133,254.58061899999998,10.252506065727607,0
1976,412066,902.594414,213.732941,9.725300643521088,0
1977,412066,567.887428,59.33314,6.396769302294019,0
1978,412066,1183.803308,326.538886,11.036443595040364,0
1979,412066,441.408609,15.017951,3.7243510847884904,0
1980,412066,611.130855,15.73334,3.801419349783453,0
1981,412066,900.440277,71.989002,6.8430449156552955,0
1982,412066,361.61128,6.14679,2.417144760482132,0
1983,412066,847.768865,50.36893,6.033023868676943,0
1984,412066,1008.724811,204.009217,9.588120247914908,0
1985,412066,745.370542,73.475803,6.89132184624626,0
1986,412066,802.998468,171.747845,9.092300654464715,0
1987,412066,792.738513,69.353503,6.755508664304538,0
1988,412066,972.764232,149.286336,8.701467849213984,0
1989,412066,816.531305,152.36249899999999,8.757636075540852,0
1990,412066,1084.369031,392.066417,11.638476172332169,0
1991,412066,741.652403,98.438886,7.6055307776920635,0
1992,412066,940.817257,102.689564,7.71246857301685,0
1993,412066,770.65561,62.02218,6.497442672513214,0
1994,412066,561.32946,13.837467,3.5909572711292825,0
1995,412066,930.117655,111.160899,7.915569829702305,0
1996,412066,885.519242,115.238835,8.009005773119126,0
1997,412066,577.696135,32.076812,5.096188476623383,0
1998,412066,903.592832,179.946648,9.22487830561188,0
1999,412066,809.595068,NA,NA,38
2000,412066,795.740868,NA,NA,56
2001,412066,630.4382889999999,30.213974,4.978945045994235,0
2002,412066,562.415512,20.256016,4.235733276441591,0
2003,412066,650.295141,12.008683,3.3665414789911248,0
2004,412066,618.931024,7.481897,2.6769450110291255,0
2005,412066,733.542688,NA,NA,14
2006,412066,460.724369,21.62878,4.352870234785107,0
2007,412066,796.151397,52.811271,6.136848816215821,0
2008,412066,739.179278,18.090094,4.038018601941566,0
2009,412066,634.131652,9.249812,2.9748411943429462,0
2010,412066,988.174746,93.306201,7.47143489960469,0
2011,412066,722.73058,34.284692,5.22851889981329,0
2012,412066,882.811756,143.405319,8.59148411322523,0
2013,412066,697.344844,48.072794,5.931761724855585,0
2014,412066,761.360079,41.25809,5.607172486358589,0
2015,412066,776.229271,75.876905,6.967688792259365,0
2016,412066,958.823109,189.065074,9.366817219167515,0
2017,412066,659.673683,17.191467,3.9507054179830936,0
2018,412066,583.637391,7.901751,2.7518804706464226,0
2019,412066,467.908268,7.130184,2.6118604701310053,0
2020,412066,1019.430083,122.130258,8.16113004552656,0
2021,412066,1054.596897,290.882127,10.667301160842502,0
2022,412066,1295.413067,NA,NA,31
1950,415201,590.569658,NA,NA,365
1951,415201,631.774702,NA,NA,365
1952,415201,699.17493,NA,NA,366
1953,415201,588.862447,NA,NA,365
1954,415201,515.969654,NA,NA,365
1955,415201,686.235004,NA,NA,365
1956,415201,780.279754,NA,NA,366
1957,415201,442.511933,NA,NA,365
1958,415201,553.341595,NA,NA,365
1959,415201,544.692644,NA,NA,365
1960,415201,813.587077,NA,NA,366
1961,415201,468.900755,NA,NA,365
1962,415201,517.428709,NA,NA,365
1963,415201,558.935293,NA,NA,365
1964,415201,771.878594,NA,NA,366
1965,415201,477.951287,35.182512,5.715616284325709,1
1966,415201,536.785838,6.055335,2.49795750724858,7
1967,415201,269.846357,0.154229,0.14595096411418226,6
1968,415201,636.373886,NA,NA,69
1969,415201,541.139175,9.431222,3.155993225740217,0
1970,415201,585.03873,15.225387,3.9783472348207294,0
1971,415201,662.584469,41.356294,6.098313805241661,0
1972,415201,507.354687,8.763842,3.0403065291657208,0
1973,415201,926.946148,135.996539,9.459298847841717,0
1974,415201,767.717612,116.293654,8.958052534287868,0
1975,415201,642.159838,79.036319,7.801605928098427,0
1976,415201,435.250917,13.881439,3.810405451370954,0
1977,415201,457.684666,4.624804,2.144168733486797,0
1978,415201,638.678635,31.171551,5.439551892534884,0
1979,415201,634.770452,66.911661,7.336494337818309,0
1980,415201,581.195367,42.785236,6.180790404598709,0
1981,415201,629.38705,108.295483,8.736222455258329,0
1982,415201,273.630523,12.028441,3.5588712329436674,0
1983,415201,731.105329,116.231513,8.956373902761753,0
1984,415201,607.038627,57.937882,6.949818691329934,0
1985,415201,543.925501,16.362321,4.112371007965741,0
1986,415201,632.009859,47.369643,6.432325128519423,0
1987,415201,613.054761,36.586021,5.806730161827469,0
1988,415201,679.793529,112.56286300000001,8.856054099110331,0
1989,415201,643.090831,75.140625,7.658366038614309,0
1990,415201,486.296762,37.405387,5.858735797020654,0
1991,415201,590.932235,52.664086,6.701251400189865,0
1992,415201,848.405548,127.014449,9.23807345696577,0
1993,415201,708.219319,64.240266,7.2256528607873305,0
1994,415201,355.200955,18.024856,4.296853094630426,0
1995,415201,579.487423,57.937044,6.94978055952971,0
1996,415201,637.793706,81.344168,7.883986150764729,0
1997,415201,449.052766,16.790126,4.161079710723261,0
1998,415201,543.783457,13.00286,3.6942955756950933,0
1999,415201,576.776626,9.755238,3.210145598405539,0
2000,415201,538.454934,18.344635,4.330923394794374,0
2001,415201,557.507106,14.546466,3.894883890780682,0
2002,415201,411.094103,6.399741,2.574872457834945,0
2003,415201,517.042566,8.483075,2.989840218604681,0
2004,415201,511.942404,6.743504,2.6489836193569216,0
2005,415201,526.669994,5.680798,2.4110122463644346,0
2006,415201,306.035597,0.022771,0.022577063335839996,0
2007,415201,560.384085,4.725384,2.1711466015703125,0
2008,415201,395.968089,0.441771,0.38255839491708094,0
2009,415201,546.390135,12.012382,3.5565759670434045,0
2010,415201,804.821247,72.094841,7.542454943144197,0
2011,415201,655.838122,74.383328,7.629879179793839,0
2012,415201,439.427118,3.2430849999999998,1.7302788193363905,0
2013,415201,451.920538,1.216305,0.8776446254709934,0
2014,415201,352.758215,0.083084,0.08058828858481709,0
2015,415201,396.263364,0.021799,0.02162116717029473,0
2016,415201,705.738094,59.143496,7.004257582000122,0
2017,415201,507.872343,1.943951,1.233955976591206,0
2018,415201,416.267473,0,0,0
2019,415201,424.011966,5.751394,2.4276781225923556,0
2020,415201,543.270509,2.202568,1.344421748237329,0
2021,415201,636.2222399999999,13.228086000000001,3.7245755514391967,0
2022,415201,760.926817,NA,NA,31
1950,415206,605.380154,NA,NA,59
1951,415206,645.824847,59.797321,7.690329418033476,0
1952,415206,719.185163,67.365288,8.065475994565336,0
1953,415206,593.990006,77.645856,8.52982047766474,0
1954,415206,524.8930790000001,12.584201,3.837622960891385,0
1955,415206,703.616579,95.661737,9.247400624580198,0
1956,415206,800.935374,166.734674,11.380386419534519,2
1957,415206,451.659809,7.580933,2.9448496367121155,0
1958,415206,562.8835320000001,44.830363,6.835527027523949,0
1959,415206,540.460685,11.124175,3.605867776718169,0
1960,415206,831.863525,130.027877,10.383964996990457,0
1961,415206,481.888454,10.102301,3.4313900526034704,0
1962,415206,530.787865,14.976091,4.181174936154968,0
1963,415206,562.885803,27.754942,5.564832871126657,0
1964,415206,779.723089,105.918994,9.613587656843151,0
1965,415206,487.933777,41.880193,6.643881426883352,0
1966,415206,553.274387,14.824097,4.160491660575286,0
1967,415206,271.412593,2.262687,1.4009792238794299,0
1968,415206,647.249413,51.498147,7.237980825601923,0
1969,415206,539.927214,15.033163,4.188904630676693,0
1970,415206,601.996338,19.519731,4.742830548041741,0
1971,415206,660.465313,47.088145,6.9762687773701995,0
1972,415206,525.820015,17.099365,4.456285639708305,0
1973,415206,942.1600980000001,127.281218,10.301646989168583,0
1974,415206,763.672365,116.864475,9.977392543215634,0
1975,415206,654.525903,91.158859,9.077751233518642,0
1976,415206,441.78479600000003,8.013132,3.0349800933481235,0
1977,415206,472.516534,11.501414,3.6675969602655103,0
1978,415206,656.269925,36.286619,6.252689379281569,0
1979,415206,632.091639,66.88116,8.04240026179621,0
1980,415206,585.058812,40.444899,6.54718851257414,0
1981,415206,635.9809319999999,112.865021,9.847399964079717,0
1982,415206,286.702095,2.980139,1.6852463019740969,0
1983,415206,744.178026,136.120853,10.56222732108966,0
1984,415206,615.941915,65.751552,7.988092846837142,0
1985,415206,564.132772,13.765867,4.012366852893902,0
1986,415206,639.845616,51.269803,7.224827125123142,0
1987,415206,625.127897,37.888923,6.3688444772126,0
1988,415206,687.3382780000001,111.505817,9.802473220187911,0
1989,415206,661.71641,81.011242,8.672270685732258,0
1990,415206,494.751885,29.536698,5.719587520832614,0
1991,415206,601.0338859999999,53.253202,7.337727961818437,0
1992,415206,858.525276,122.91161,10.168029664620821,0
1993,415206,731.570476,62.754864,7.840739179965874,0
1994,415206,361.821184,7.132942,2.847901864094409,0
1995,415206,594.349455,53.132775,7.33095854895023,0
1996,415206,651.011365,78.996321,8.587501189858619,0
1997,415206,456.909072,8.707088,3.1733883053111445,0
1998,415206,548.853802,11.875882,3.72755836548418,0
1999,415206,599.751859,10.73934,3.541451734478658,0
2000,415206,555.135467,17.85893,4.5490380522068765,0
2001,415206,560.241894,10.875796,3.5644644541424517,0
2002,415206,420.253323,1.456996,1.021714447076776,0
2003,415206,513.08614,4.492741,2.1807394131993925,0
2004,415206,529.907965,4.365272,2.1430964696069092,0
2005,415206,534.737186,4.022743,2.0386442468617827,0
2006,415206,312.985555,0.019396,0.01926186757870462,0
2007,415206,565.796828,4.543324,2.195502596865745,0
2008,415206,394.974913,NA,NA,21
2009,415206,547.514185,NA,NA,111
2010,415206,827.553421,85.070783,8.838600891874473,0
2011,415206,670.00485,76.756877,8.491459747678586,9
2012,415206,452.555395,4.4614,2.1715429626929095,0
2013,415206,455.588892,1.198556,0.8810862995267055,0
2014,415206,359.847583,0.314618,0.28425525984199584,0
2015,415206,405.466426,0.143476,0.13661188953762687,0
2016,415206,716.1672149999999,58.606304,7.628267062993623,0
2017,415206,512.198921,2.072101,1.3179623999985144,0
2018,415206,419.58766,0.023514,0.023317323040103623,0
2019,415206,425.146847,4.672111,2.2326568959490536,0
2020,415206,559.369754,NA,NA,306
2021,415206,655.498953,NA,NA,365
2022,415206,785.842374,NA,NA,90
1950,415207,686.206212,NA,NA,365
1951,415207,759.410007,NA,NA,365
1952,415207,816.692106,NA,NA,366
1953,415207,626.511506,NA,NA,365
1954,415207,593.295059,NA,NA,365
1955,415207,793.710918,NA,NA,365
1956,415207,921.363916,NA,NA,366
1957,415207,511.786412,NA,NA,365
1958,415207,655.29044,NA,NA,365
1959,415207,569.760795,NA,NA,365
1960,415207,953.750808,NA,NA,366
1961,415207,559.479865,NA,NA,365
1962,415207,600.732539,NA,NA,365
1963,415207,641.685669,NA,NA,82
1964,415207,882.061819,139.881262,10.228742651218647,0
1965,415207,548.354895,56.763225,7.282255366826312,0
1966,415207,628.051431,32.206752,5.773683269477265,0
